Chr;Contig_name;Contig_length;Contig_start;Contig_end;ctg_start_sum;ctg_end_sum;Chromosome;Strand;Chromosome_9930;Start_9930;End_9930;Strand_9930;Chromosome_Gy14;Start_Gy14;End_Gy14;Strand_Gy14;Chromosome_blast_9930db;Chromosome_blast_gy14db;Chromosome_according_to_DARTseq_analysis;STC_sequence_id;Chromosome_according_to_FISH_analysis
6;ctg3731;32360;1;32360;21096454;21128814;;;Chr6_9930;21105761;21138120;+;ctg3731;1;32360;+;;;;;
6;ctg2789;33678;1;33678;21128815;21162493;;;Chr6_9930;21138221;21171898;-;ctg2789;1;33678;+;;;;;
6;ctg27;2667454;1;2667454;21162494;23829948;Chr6;-;Chr6_9930;21171999;23839452;-;Chr6_Gy14;20442745;23110198;-;Chr6;Chr6;Chr6;;
6;ctg1000;1694325;1;1694325;23829949;25524274;Chr6;+;Chr6_9930;23839553;25533877;+;Chr6_Gy14;23110299;24804623;+;Chr6;Chr6;Chr6;STC1_Bam_038_P19_M13;Chr6
6;ctg6329;61759;1;61759;25524275;25586034;;;Chr6_9930;25533978;25595736;+;Chr6_Gy14;24804724;24866482;+;Chr6;Chr6;;;
6;ctg1002;7336069;1;7336069;25586035;32922104;Chr6;+;Chr6_9930;25595837;32931905;+;Chr6_Gy14;24866583;32202651;+;Chr6;Chr6;Chr6;;
6;ctg20;19419;1;19419;32922105;32941524;;;Chr6_9930;32932006;32951424;-;Chr4_Gy14;21802129;21821547;+;;;;;
7;ctg1681;2932068;1;2932068;1;2932068;Chr7;-;Chr7_9930;1;2932068;-;Chr7_Gy14;1;2932068;-;Chr7;Chr7;Chr7;;
7;ctg6443;31252;1;31252;2932069;2963321;;;Chr7_9930;2932169;2963420;+;Chr7_Gy14;2932169;2963420;+;Chr7;Chr7;;;
7;ctg1223;20694;1;20694;2963322;2984016;;;Chr7_9930;2963521;2984214;+;Chr2_Gy14;27188605;27209298;+;;;;;
7;ctg6208;16967;1;16967;2984017;3000984;;;Chr7_9930;2984315;3001281;-;Chr7_Gy14;2963521;2980487;-;Chr7;Chr7;;;
7;ctg188;16843;1;16843;3000985;3017828;;;Chr7_9930;3001382;3018224;+;Chr7_Gy14;2980588;2997430;+;Chr7;Chr7;;;
7;ctg1658;1967266;1;1967266;3017829;4985095;Chr7;-;Chr7_9930;3018325;4985590;-;Chr7_Gy14;2997531;4964796;-;Chr7;Chr7;Chr7;;
7;ctg2387;432063;1;432063;4985096;5417159;Chr7;+;Chr7_9930;4985691;5417753;+;Chr7_Gy14;4964897;5396959;+;Chr7;Chr7;Chr7;;
7;ctg2995;23600;1;23600;5417160;5440760;;;Chr7_9930;5417854;5441453;-;ctg2995;1;23600;+;;;;;
7;ctg5857;79751;1;79751;5440761;5520512;;;Chr7_9930;5441554;5521304;+;Chr4_Gy14;19098160;19177910;-;;;;;
7;ctg5614;13871;1;13871;5520513;5534384;;;Chr7_9930;5521405;5535275;-;ctg5614;1;13871;+;;;;;
7;ctg3745;17140;1;17140;5534385;5551525;;;Chr7_9930;5535376;5552515;-;Chr7_Gy14;6054423;6071562;-;;;;;
7;ctg186;19468;1;19468;5551526;5570994;;;Chr7_9930;5552616;5572083;+;Chr7_Gy14;5397060;5416527;+;;;;;
7;ctg3454;73525;1;73525;5570995;5644520;;;Chr7_9930;5572184;5645708;+;ctg3454;1;73525;+;;;;;
7;ctg1422;186506;1;186506;5644521;5831027;;;Chr7_9930;5645809;5832314;-;Chr7_Gy14;5652164;5838669;-;;Chr7;;;
7;ctg1419;12690;1;12690;5831028;5843718;;;Chr7_9930;5832415;5845104;-;Chr7_Gy14;5838770;5851459;-;Chr7;Chr7;;;
7;ctg7275;16055;1;16055;5843719;5859774;;;Chr7_9930;5845205;5861259;-;Chr7_Gy14;5851560;5867614;-;;;;;
7;ctg1420;44741;1;44741;5859775;5904516;;;Chr7_9930;5861360;5906100;-;Chr7_Gy14;5867715;5912455;-;;;;;
7;ctg7505;21522;1;21522;5904517;5926039;;;Chr7_9930;5906201;5927722;-;Chr7_Gy14;5912556;5934077;-;;;;;
7;ctg5790;16309;1;16309;5926040;5942349;;;Chr7_9930;5927823;5944131;+;Chr7_Gy14;5934178;5950486;+;;;;;
7;ctg1417;26175;1;26175;5942350;5968525;;;Chr7_9930;5944232;5970406;-;Chr7_Gy14;5950587;5976761;-;;;;;
7;ctg6652;32570;1;32570;5968526;6001096;;;Chr7_9930;5970507;6003076;-;Chr7_Gy14;5976862;6009431;-;Chr7;Chr7;;;
7;ctg3684;44791;1;44791;6001097;6045888;;;Chr7_9930;6003177;6047967;+;Chr7_Gy14;6009532;6054322;+;Chr7;Chr7;;;
7;ctg299;157811;1;157811;6045889;6203700;;;Chr7_9930;6048068;6205878;-;Chr7_Gy14;6071663;6229473;-;Chr7;Chr7;;;
7;ctg4207;27304;1;27304;6203701;6231005;;;Chr7_9930;6205979;6233282;+;Chr5_Gy14;15140944;15168247;+;;;;;
7;ctg3620;24141;1;24141;6231006;6255147;;;Chr7_9930;6233383;6257523;-;Chr5_Gy14;15168348;15192488;-;;;;;
7;ctg3488;43515;1;43515;6255148;6298663;;;Chr7_9930;6257624;6301138;+;Chr5_Gy14;15753723;15797237;+;;;;;
7;ctg3495;27943;1;27943;6298664;6326607;;;Chr7_9930;6301239;6329181;+;ctg3495;1;27943;+;;;;;
7;ctg287;17459;1;17459;6326608;6344067;;;Chr7_9930;6329282;6346740;+;Chr5_Gy14;15213597;15231055;+;;;;;
7;ctg6333;22720;1;22720;6344068;6366788;;;Chr7_9930;6346841;6369560;-;ctg6333;1;22720;+;;;;;
7;ctg4457;20901;1;20901;6366789;6387690;;;Chr7_9930;6369661;6390561;-;Chr2_Gy14;19472728;19493628;-;;;;;
7;ctg2275;19338;1;19338;6387691;6407029;;;Chr7_9930;6390662;6409999;+;Chr2_Gy14;19493729;19513066;+;;;;;
7;ctg3556;136957;1;136957;6407030;6543987;;;Chr7_9930;6410100;6547056;-;Chr2_Gy14;23390635;23527591;+;;;;;
7;ctg4320;72793;1;72793;6543988;6616781;;;Chr7_9930;6547157;6619949;+;Chr4_Gy14;18042503;18115295;+;;;;;
7;ctg5781;28012;1;28012;6616782;6644794;;;Chr7_9930;6620050;6648061;+;Chr2_Gy14;19513167;19541178;+;;;;;
7;ctg7444;12094;1;12094;6644795;6656889;;;Chr7_9930;6648162;6660255;-;ctg7444;1;12094;+;;;;;
7;ctg7965;10391;1;10391;6656890;6667281;;;Chr7_9930;6660356;6670746;+;Chr2_Gy14;19595092;19605482;+;;;;;
7;ctg2274;28166;1;28166;6667282;6695448;;;Chr7_9930;6670847;6699012;+;Chr2_Gy14;19605583;19633748;+;;;;;
7;ctg5114;18925;1;18925;6695449;6714374;;;Chr7_9930;6699113;6718037;+;Chr7_Gy14;5633139;5652063;-;;;;;
7;ctg3611;55883;1;55883;6714375;6770258;;;Chr7_9930;6718138;6774020;-;ctg3611;1;55883;+;;;;;
7;ctg2763;17318;1;17318;6770259;6787577;;;Chr7_9930;6774121;6791438;+;Chr7_Gy14;5416628;5433945;-;;;;;
7;ctg4006;24360;1;24360;6787578;6811938;;;Chr7_9930;6791539;6815898;-;ctg4006;1;24360;+;;;;;
7;ctg3567;47867;1;47867;6811939;6859806;;;Chr7_9930;6815999;6863865;+;ctg3567;1;47867;+;;;;;
7;ctg448;21784;1;21784;6859807;6881591;;;Chr7_9930;6863966;6885749;-;ctg448;1;21784;+;;;;;
7;ctg3539;41621;1;41621;6881592;6923213;;;Chr7_9930;6885850;6927470;-;ctg3539;1;41621;+;;;;;
7;ctg2310;14488;1;14488;6923214;6937702;;;Chr7_9930;6927571;6942058;+;ctg2310;1;14488;+;;;;;
7;ctg2311;11756;1;11756;6937703;6949459;;;Chr7_9930;6942159;6953914;+;ctg2311;1;11756;+;;;;;
7;ctg5632;29067;1;29067;6949460;6978527;;;Chr7_9930;6954015;6983081;+;ctg5632;1;29067;+;;;;;
7;ctg5407;15729;1;15729;6978528;6994257;;;Chr7_9930;6983182;6998910;-;ctg5407;1;15729;+;;;;;
7;ctg2898;18039;1;18039;6994258;7012297;;;Chr7_9930;6999011;7017049;+;ctg2898;1;18039;+;;;;;
7;ctg2312;24247;1;24247;7012298;7036545;;;Chr7_9930;7017150;7041396;+;ctg2312;1;24247;+;;;;;
7;ctg4798;57980;1;57980;7036546;7094526;;;Chr7_9930;7041497;7099476;+;ctg4798;1;57980;+;;;;;
7;ctg4184;19482;1;19482;7094527;7114009;;;Chr7_9930;7099577;7119058;+;ctg4184;1;19482;+;;;;;
7;ctg4200;13093;1;13093;7114010;7127103;;;Chr7_9930;7119159;7132251;+;ctg4200;1;13093;+;;;;;
7;ctg3586;24492;1;24492;7127104;7151596;;;Chr7_9930;7132352;7156843;+;ctg3586;1;24492;+;;;;;
7;ctg4461;23596;1;23596;7151597;7175193;;;Chr7_9930;7156944;7180539;+;ctg4461;1;23596;+;;;;;
7;ctg3480;94792;1;94792;7175194;7269986;;;Chr7_9930;7180640;7275431;-;ctg3480;1;94792;+;;;;;
7;ctg2599;23786;1;23786;7269987;7293773;;;Chr7_9930;7275532;7299317;-;ctg2599;1;23786;+;;;;;
7;ctg3779;24558;1;24558;7293774;7318332;;;Chr7_9930;7299418;7323975;+;ctg3779;1;24558;+;;;;;
7;ctg3518;120111;1;120111;7318333;7438444;;;Chr7_9930;7324076;7444186;+;Chr4_Gy14;13515921;13636031;+;;;;;
7;ctg176;16480;1;16480;7438445;7454925;;;Chr7_9930;7444287;7460766;-;ctg176;1;16480;+;;;;;
7;ctg2643;10573;1;10573;7454926;7465499;;;Chr7_9930;7460867;7471439;+;ctg2643;1;10573;+;;;;;
7;ctg2644;11528;1;11528;7465500;7477028;;;Chr7_9930;7471540;7483067;+;ctg2644;1;11528;+;;;;;
7;ctg5960;23932;1;23932;7477029;7500961;;;Chr7_9930;7483168;7507099;-;ctg5960;1;23932;+;;;;;
7;ctg6282;16548;1;16548;7500962;7517510;;;Chr7_9930;7507200;7523747;+;ctg6282;1;16548;+;;;;;
7;ctg4325;17768;1;17768;7517511;7535279;;;Chr7_9930;7523848;7541615;-;ctg4325;1;17768;+;;;;;
7;ctg3907;55156;1;55156;7535280;7590436;;;Chr7_9930;7541716;7596871;-;Chr2_Gy14;24395698;24450853;+;;;;;
7;ctg3648;56807;1;56807;7590437;7647244;;;Chr7_9930;7596972;7653778;+;Chr2_Gy14;24338791;24395597;-;;;;;
7;ctg3568;90291;1;90291;7647245;7737536;;;Chr7_9930;7653879;7744169;+;Chr2_Gy14;16342194;16432484;+;;;;;
7;ctg3055;28300;1;28300;7737537;7765837;;;Chr7_9930;7744270;7772569;-;Chr2_Gy14;24242108;24270407;+;;;;;
7;ctg5000;51793;1;51793;7765838;7817631;;;Chr7_9930;7772670;7824462;+;ctg5000;1;51793;+;;;;;
7;ctg3717;41688;1;41688;7817632;7859320;;;Chr7_9930;7824563;7866250;-;Chr4_Gy14;18340168;18381855;+;;;;;
7;ctg5054;19945;1;19945;7859321;7879266;;;Chr7_9930;7866351;7886295;+;ctg5054;1;19945;+;;;;;
7;ctg4046;60127;1;60127;7879267;7939394;;;Chr7_9930;7886396;7946522;+;Chr4_Gy14;18261369;18321495;+;;;;;
7;ctg2632;25323;1;25323;7939395;7964718;;;Chr7_9930;7946623;7971945;-;ctg2632;1;25323;+;;;;;
7;ctg6209;21279;1;21279;7964719;7985998;;;Chr7_9930;7972046;7993324;-;Chr2_Gy14;19183247;19204525;-;;;;;
7;ctg3614;55671;1;55671;7985999;8041670;;;Chr7_9930;7993425;8049095;+;Chr2_Gy14;16791088;16846758;+;;;;;
7;ctg5266;22772;1;22772;8041671;8064443;;;Chr7_9930;8049196;8071967;+;Chr2_Gy14;25239252;25262023;-;;;;;
7;ctg4990;13115;1;13115;8064444;8077559;;;Chr7_9930;8072068;8085182;+;ctg4990;1;13115;+;;;;;
7;ctg4355;47876;1;47876;8077560;8125436;;;Chr7_9930;8085283;8133158;+;Chr4_Gy14;17920238;17968113;+;;;;;
7;ctg3990;26897;1;26897;8125437;8152334;;;Chr7_9930;8133259;8160155;-;Chr2_Gy14;20015697;20042593;-;;;;;
7;ctg1414;10271;1;10271;8152335;8162606;;;Chr7_9930;8160256;8170526;-;ctg1414;1;10271;+;;;;;
7;ctg4470;23008;1;23008;8162607;8185615;;;Chr7_9930;8170627;8193634;+;ctg4470;1;23008;+;;;;;
7;ctg4638;22665;1;22665;8185616;8208281;;;Chr7_9930;8193735;8216399;+;Chr7_Gy14;7997085;8019749;-;;;;;
7;ctg4878;22930;1;22930;8208282;8231212;;;Chr7_9930;8216500;8239429;+;ctg4878;1;22930;+;;;;;
7;ctg1910;123099;1;123099;8231213;8354312;;;Chr7_9930;8239530;8362628;-;Chr7_Gy14;7859109;7982207;+;Chr7;Chr7;;;
7;ctg6665;26243;1;26243;8354313;8380556;;;Chr7_9930;8362729;8388971;-;ctg6665;1;26243;+;;;;;
7;ctg3000;28553;1;28553;8380557;8409110;;;Chr7_9930;8389072;8417624;-;Chr7_Gy14;9235085;9263637;-;Chr2;;;;
7;ctg2996;16106;1;16106;8409111;8425217;;;Chr7_9930;8417725;8433830;-;ctg2996;1;16106;+;;;;;
7;ctg3402;72923;1;72923;8425218;8498141;;;Chr7_9930;8433931;8506853;-;Chr4_Gy14;13875652;13948574;+;;;;;
7;ctg1695;17429;1;17429;8498142;8515571;;;Chr7_9930;8506954;8524382;-;ctg1695;1;17429;+;Chr5;Chr0;;;
7;ctg3348;258471;1;258471;8515572;8774043;;;Chr7_9930;8524483;8782953;-;Chr7_Gy14;8171569;8430039;-;scaffold99;;;;
7;ctg3041;27207;1;27207;8774044;8801251;;;Chr7_9930;8783054;8810260;-;Chr4_Gy14;12393012;12420218;+;;;;;
7;ctg2224;31847;1;31847;8801252;8833099;;;Chr7_9930;8810361;8842207;+;Chr7_Gy14;8430140;8461986;+;scaffold58;;;;
7;ctg4045;17021;1;17021;8833100;8850121;;;Chr7_9930;8842308;8859328;-;Chr7_Gy14;8462087;8479107;-;;;;;
7;ctg2332;118770;1;118770;8850122;8968892;;;Chr7_9930;8859429;8978198;-;Chr7_Gy14;8479208;8597977;-;Chr7;Chr7;;;
7;ctg3;12003;1;12003;8968893;8980896;;;Chr7_9930;8978299;8990301;+;Chr7_Gy14;8598078;8610080;+;;;;;
7;ctg3517;398791;1;398791;8980897;9379688;Chr7;+;Chr7_9930;8990402;9389192;-;Chr7_Gy14;8610181;9008971;-;Chr7;Chr7;;;
7;ctg2307;17864;1;17864;9379689;9397553;;;Chr7_9930;9389293;9407156;+;ctg2307;1;17864;+;;;;;
7;ctg928;21659;1;21659;9397554;9419213;;;Chr7_9930;9407257;9428915;-;ctg928;1;21659;+;;;;;
7;ctg4558;26297;1;26297;9419214;9445511;;;Chr7_9930;9429016;9455312;-;Chr4_Gy14;13849255;13875551;-;;;;;
7;ctg4996;14546;1;14546;9445512;9460058;;;Chr7_9930;9455413;9469958;+;ctg4996;1;14546;+;;;;;
7;ctg923;21858;1;21858;9460059;9481917;;;Chr7_9930;9470059;9491916;-;ctg923;1;21858;+;;;;;
7;ctg449;25187;1;25187;9481918;9507105;;;Chr7_9930;9492017;9517203;-;ctg449;1;25187;+;;;;;
7;ctg2297;17528;1;17528;9507106;9524634;;;Chr7_9930;9517304;9534831;+;ctg2297;1;17528;+;;;;;
7;ctg5241;25835;1;25835;9524635;9550470;;;Chr7_9930;9534932;9560766;-;ctg5241;1;25835;+;;;;;
7;ctg3658;44977;1;44977;9550471;9595448;;;Chr7_9930;9560867;9605843;-;Chr7_Gy14;7814032;7859008;+;;;;;
7;ctg4969;16395;1;16395;9595449;9611844;;;Chr7_9930;9605944;9622338;+;ctg4969;1;16395;+;;;;;
7;ctg3148;22789;1;22789;9611845;9634634;;;Chr7_9930;9622439;9645227;-;ctg3148;1;22789;+;;;;;
7;ctg5312;16219;1;16219;9634635;9650854;;;Chr7_9930;9645328;9661546;-;ctg5312;1;16219;+;;;Chr3;;
7;ctg3146;19220;1;19220;9650855;9670075;;;Chr7_9930;9661647;9680866;-;ctg3146;1;19220;+;;;;;
7;ctg3449;498585;1;498585;9670076;10168661;;;Chr7_9930;9680967;10179551;+;Chr7_Gy14;6750665;7249249;+;;;;;
7;ctg3503;28114;1;28114;10168662;10196776;;;Chr7_9930;10179652;10207765;+;ctg3503;1;28114;+;;;;;
7;ctg2527;56385;1;56385;10196777;10253162;;;Chr7_9930;10207866;10264250;-;Chr4_Gy14;14805597;14861981;+;;;;;
7;ctg4909;39015;1;39015;10253163;10292178;;;Chr7_9930;10264351;10303365;+;Chr7_Gy14;9195970;9234984;+;;Chr7;;;
7;ctg926;86961;1;86961;10292179;10379140;;;Chr7_9930;10303466;10390426;-;Chr7_Gy14;9263738;9350698;-;Chr7;Chr7;;;
7;ctg915;16871;1;16871;10379141;10396012;;;Chr7_9930;10390527;10407397;-;Chr7_Gy14;9350799;9367669;-;;;;;
7;ctg5181;37103;1;37103;10396013;10433116;;;Chr7_9930;10407498;10444600;-;Chr7_Gy14;9367770;9404872;-;;;;;
7;ctg3455;105171;1;105171;10433117;10538288;;;Chr7_9930;10444701;10549871;+;Chr7_Gy14;9404973;9510143;+;;;;;
7;ctg3200;23083;1;23083;10538289;10561372;;;Chr7_9930;10549972;10573054;-;Chr7_Gy14;9510244;9533326;-;;;;;
7;ctg2185;401088;1;401088;10561373;10962461;;;Chr7_9930;10573155;10974242;-;Chr7_Gy14;9533427;9934514;-;Chr7;Chr7;;;
7;ctg6750;18944;1;18944;10962462;10981406;;;Chr7_9930;10974343;10993286;+;Chr2_Gy14;22008144;22027087;-;;;;;
7;ctg62;1415717;1;1415717;10981407;12397124;Chr7;-;Chr7_9930;10993387;12409103;-;Chr7_Gy14;9934615;11350331;-;Chr7;Chr7;;;
7;ctg1006;1122937;1;1122937;12397125;13520062;Chr7;-;Chr7_9930;12409204;13532140;-;Chr7_Gy14;11410884;12533820;-;Chr7;Chr7;;;
7;ctg6022;19004;1;19004;13520063;13539067;;;Chr7_9930;13532241;13551244;+;ctg6022;1;19004;+;;;;;
7;ctg1041;7664304;1;7664304;13539068;21203372;Chr7;+;Chr7_9930;13551345;21215648;+;Chr7_Gy14;12549712;20214015;+;Chr7;Chr7;Chr7;;
7;ctg1524;16452;1;16452;21203373;21219825;;;Chr7_9930;21215749;21232200;+;ctg1524;1;16452;+;;;;;
7;ctg1047;1665879;1;1665879;21219826;22885705;Chr7;-;Chr7_9930;21232301;22898179;+;Chr7_Gy14;20214116;21879994;+;Chr7;Chr7;;STC1_Bam_041_H23_M13;Chr7
ctg100;ctg100;36628;1;36628;1;36628;;;ctg100;1;36628;+;ctg100;1;36628;+;;;;;
ctg1001;ctg1001;7966;1;7966;1;7966;;;ctg1001;1;7966;+;ctg1001;1;7966;+;;;;;
ctg1003;ctg1003;12625;1;12625;1;12625;;;ctg1003;1;12625;+;ctg1003;1;12625;+;;;;;
ctg1004;ctg1004;16656;1;16656;1;16656;;;ctg1004;1;16656;+;ctg1004;1;16656;+;;;;;
ctg1005;ctg1005;17557;1;17557;1;17557;;;ctg1005;1;17557;+;ctg1005;1;17557;+;;;;;
ctg1007;ctg1007;10037;1;10037;1;10037;;;ctg1007;1;10037;+;Chr4_Gy14;13970628;13980664;+;;;;;
ctg1008;ctg1008;9463;1;9463;1;9463;;;ctg1008;1;9463;+;Chr4_Gy14;14043458;14052920;+;scaffold99;;;;
ctg1009;ctg1009;21853;1;21853;1;21853;;;ctg1009;1;21853;+;Chr4_Gy14;13948675;13970527;+;;;;;
ctg101;ctg101;28232;1;28232;1;28232;;;ctg101;1;28232;+;ctg101;1;28232;+;;;;;
ctg1010;ctg1010;14698;1;14698;1;14698;;;ctg1010;1;14698;+;Chr4_Gy14;13993578;14008275;+;;;;;
ctg1011;ctg1011;10408;1;10408;1;10408;;;ctg1011;1;10408;+;ctg1011;1;10408;+;;;;;
ctg1012;ctg1012;12750;1;12750;1;12750;;;ctg1012;1;12750;+;ctg1012;1;12750;+;;;;;
ctg1013;ctg1013;11288;1;11288;1;11288;;;ctg1013;1;11288;+;ctg1013;1;11288;+;;;;;
ctg1014;ctg1014;42746;1;42746;1;42746;;;ctg1014;1;42746;+;Chr4_Gy14;14053021;14095766;+;;;;;
ctg1015;ctg1015;22228;1;22228;1;22228;;;ctg1015;1;22228;+;ctg1015;1;22228;+;;;;;
ctg1016;ctg1016;12216;1;12216;1;12216;;;ctg1016;1;12216;+;ctg1016;1;12216;+;;;;;
ctg1017;ctg1017;10297;1;10297;1;10297;;;ctg1017;1;10297;+;ctg1017;1;10297;+;;;;;
ctg1018;ctg1018;6954;1;6954;1;6954;;;ctg1018;1;6954;+;ctg1018;1;6954;+;;;;;
ctg1019;ctg1019;12553;1;12553;1;12553;;;ctg1019;1;12553;+;ctg1019;1;12553;+;;;;;
ctg102;ctg102;20674;1;20674;1;20674;;;ctg102;1;20674;+;ctg102;1;20674;+;;;;;
ctg1020;ctg1020;12403;1;12403;1;12403;;;ctg1020;1;12403;+;ctg1020;1;12403;+;;;;;
ctg1021;ctg1021;22036;1;22036;1;22036;;;ctg1021;1;22036;+;ctg1021;1;22036;+;;;;;
ctg1022;ctg1022;10445;1;10445;1;10445;;;ctg1022;1;10445;+;ctg1022;1;10445;+;;;;;
ctg1023;ctg1023;6310;1;6310;1;6310;;;ctg1023;1;6310;+;ctg1023;1;6310;+;;;;;
ctg1024;ctg1024;9970;1;9970;1;9970;;;ctg1024;1;9970;+;ctg1024;1;9970;+;;;;;
ctg1025;ctg1025;10893;1;10893;1;10893;;;ctg1025;1;10893;+;ctg1025;1;10893;+;;;;;
ctg1026;ctg1026;17050;1;17050;1;17050;;;ctg1026;1;17050;+;ctg1026;1;17050;+;;;;;
ctg1027;ctg1027;12578;1;12578;1;12578;;;ctg1027;1;12578;+;ctg1027;1;12578;+;;;;;
ctg1028;ctg1028;12276;1;12276;1;12276;;;ctg1028;1;12276;+;ctg1028;1;12276;+;;;;;
ctg1029;ctg1029;13376;1;13376;1;13376;;;ctg1029;1;13376;+;ctg1029;1;13376;+;;;;;
ctg103;ctg103;8887;1;8887;1;8887;;;ctg103;1;8887;+;ctg103;1;8887;+;;;;;
ctg1030;ctg1030;7896;1;7896;1;7896;;;ctg1030;1;7896;+;ctg1030;1;7896;+;;;;;
ctg1031;ctg1031;24125;1;24125;1;24125;;;ctg1031;1;24125;+;ctg1031;1;24125;+;;;;;
ctg1032;ctg1032;4717;1;4717;1;4717;;;ctg1032;1;4717;+;ctg1032;1;4717;+;;;;;
ctg1033;ctg1033;8010;1;8010;1;8010;;;ctg1033;1;8010;+;ctg1033;1;8010;+;;;;;
ctg1034;ctg1034;8898;1;8898;1;8898;;;ctg1034;1;8898;+;ctg1034;1;8898;+;;;;;
ctg1035;ctg1035;15525;1;15525;1;15525;;;ctg1035;1;15525;+;ctg1035;1;15525;+;;;;;
ctg1036;ctg1036;15885;1;15885;1;15885;;;ctg1036;1;15885;+;ctg1036;1;15885;+;;;;;
ctg1038;ctg1038;11115;1;11115;1;11115;;;ctg1038;1;11115;+;ctg1038;1;11115;+;;;;;
ctg1039;ctg1039;16932;1;16932;1;16932;;;ctg1039;1;16932;+;ctg1039;1;16932;+;;;;;
ctg104;ctg104;28335;1;28335;1;28335;;;ctg104;1;28335;+;Chr5_Gy14;15614698;15643032;-;;;;;
ctg1040;ctg1040;19670;1;19670;1;19670;;;ctg1040;1;19670;+;ctg1040;1;19670;+;;;;;
ctg1043;ctg1043;6817;1;6817;1;6817;;;ctg1043;1;6817;+;ctg1043;1;6817;+;;;;;
ctg1044;ctg1044;11706;1;11706;1;11706;;;ctg1044;1;11706;+;ctg1044;1;11706;+;;;;;
ctg1045;ctg1045;12697;1;12697;1;12697;;;ctg1045;1;12697;+;ctg1045;1;12697;+;;;;;
ctg1046;ctg1046;22832;1;22832;1;22832;;;ctg1046;1;22832;+;ctg1046;1;22832;+;;;;;
ctg1048;ctg1048;25454;1;25454;1;25454;;;ctg1048;1;25454;+;ctg1048;1;25454;+;;;;;
ctg1049;ctg1049;8669;1;8669;1;8669;;;ctg1049;1;8669;+;ctg1049;1;8669;+;;;;;
ctg1050;ctg1050;23301;1;23301;1;23301;;;ctg1050;1;23301;+;ctg1050;1;23301;+;;;;;
ctg1051;ctg1051;5727;1;5727;1;5727;;;ctg1051;1;5727;+;ctg1051;1;5727;+;;;;;
ctg1052;ctg1052;20189;1;20189;1;20189;;;ctg1052;1;20189;+;Chr2_Gy14;22604814;22625002;-;;;;;
ctg1053;ctg1053;9831;1;9831;1;9831;;;ctg1053;1;9831;+;ctg1053;1;9831;+;;;;;
ctg1054;ctg1054;25846;1;25846;1;25846;;;ctg1054;1;25846;+;ctg1054;1;25846;+;;;;;
ctg1058;ctg1058;6870;1;6870;1;6870;;;ctg1058;1;6870;+;ctg1058;1;6870;+;;;;;
ctg1059;ctg1059;22869;1;22869;1;22869;;;ctg1059;1;22869;+;Chr1_Gy14;15234653;15257521;-;;;;;
ctg106;ctg106;21468;1;21468;1;21468;;;ctg106;1;21468;+;ctg106;1;21468;+;;;;;
ctg1060;ctg1060;24551;1;24551;1;24551;;;ctg1060;1;24551;+;ctg1060;1;24551;+;;;;;
ctg1061;ctg1061;12879;1;12879;1;12879;;;ctg1061;1;12879;+;ctg1061;1;12879;+;;;;;
ctg1062;ctg1062;17329;1;17329;1;17329;;;ctg1062;1;17329;+;ctg1062;1;17329;+;;;;;
ctg1063;ctg1063;9564;1;9564;1;9564;;;ctg1063;1;9564;+;ctg1063;1;9564;+;;;;;
ctg1064;ctg1064;16279;1;16279;1;16279;;;ctg1064;1;16279;+;ctg1064;1;16279;+;;;;;
ctg1065;ctg1065;10143;1;10143;1;10143;;;ctg1065;1;10143;+;ctg1065;1;10143;+;;;;;
ctg1066;ctg1066;11088;1;11088;1;11088;;;ctg1066;1;11088;+;ctg1066;1;11088;+;;;;;
ctg1067;ctg1067;13751;1;13751;1;13751;;;ctg1067;1;13751;+;ctg1067;1;13751;+;;;;;
ctg1068;ctg1068;10285;1;10285;1;10285;;;ctg1068;1;10285;+;ctg1068;1;10285;+;;;;;
ctg1069;ctg1069;11724;1;11724;1;11724;;;ctg1069;1;11724;+;ctg1069;1;11724;+;;;;;
ctg107;ctg107;12974;1;12974;1;12974;;;ctg107;1;12974;+;ctg107;1;12974;+;;;;;
ctg1070;ctg1070;11600;1;11600;1;11600;;;ctg1070;1;11600;+;ctg1070;1;11600;+;;;;;
ctg1071;ctg1071;11276;1;11276;1;11276;;;ctg1071;1;11276;+;ctg1071;1;11276;+;;;;;
ctg1072;ctg1072;12848;1;12848;1;12848;;;ctg1072;1;12848;+;ctg1072;1;12848;+;;;;;
ctg1073;ctg1073;13036;1;13036;1;13036;;;ctg1073;1;13036;+;ctg1073;1;13036;+;;;;;
ctg1074;ctg1074;9654;1;9654;1;9654;;;ctg1074;1;9654;+;ctg1074;1;9654;+;;;;;
ctg1075;ctg1075;11150;1;11150;1;11150;;;ctg1075;1;11150;+;ctg1075;1;11150;+;;;;;
ctg1076;ctg1076;10617;1;10617;1;10617;;;ctg1076;1;10617;+;ctg1076;1;10617;+;;;;;
ctg1077;ctg1077;10604;1;10604;1;10604;;;ctg1077;1;10604;+;ctg1077;1;10604;+;;;;;
ctg1078;ctg1078;11493;1;11493;1;11493;;;ctg1078;1;11493;+;ctg1078;1;11493;+;;;;;
ctg1079;ctg1079;9260;1;9260;1;9260;;;ctg1079;1;9260;+;ctg1079;1;9260;+;;;;;
ctg108;ctg108;15426;1;15426;1;15426;;;ctg108;1;15426;+;Chr4_Gy14;14580081;14595506;-;;;;;
ctg1081;ctg1081;7130;1;7130;1;7130;;;ctg1081;1;7130;+;ctg1081;1;7130;+;;;;;
